行,C NO.,ON,OFF,MA,IP,SV,UP,DN,JS,JM,S,OC,HP,PP,C,PL,V,AL,L,LD,底部余量,侧面余量,AJC,加工速度,定时,定时时间,粗糙度,材料,面积,形状,重视,Ra,切入
3,4,80,20,0,160,55,5,23,175,13,63,0,0,0,0,+,22,12,2,0,0.26,0.1742,24,0,T,,0,2,169,3,1,3.5,0
4,3,60,20,0,60,60,5,23,175,13,73,0,0,0,0,+,22,12,2,0,0.183,0.1263,24,0,T,,0,2,169,3,1,3.5,0
5,2,40,20,0,50,55,5,23,175,13,73,0,0,0,0,+,22,12,2,0,0.127,0.0876,24,0,T,,0,2,169,3,1,3.5,0
6,1,25,25,0,40,60,5,23,175,10,73,0,0,10,0,+,22,12,2,0,0.057,0.05,24,0,T,,3.5,2,169,3,1,3.5,0
1,6,140,55,1000,310,71,5,20,175,13,43,0,141,0,0,+,22,15,2,0,0.386,0.5,24,0,T,,0,2,169,3,1,4.5,0
2,5,110,55,0,220,50,5,23,175,13,63,0,0,0,0,+,22,12,2,0,0.348,0.2401,24,0,T,,0,2,169,3,1,4.5,0
3,4,80,20,0,160,55,5,23,175,13,63,0,0,0,0,+,22,12,2,0,0.26,0.1742,24,0,T,,0,2,169,3,1,4.5,0
4,3,60,20,0,90,60,5,23,175,13,73,0,0,0,0,+,22,12,2,0,0.183,0.1263,24,0,T,,0,2,169,3,1,4.5,0
5,2,40,20,0,60,55,5,23,175,13,73,0,0,0,0,+,22,12,2,0,1.127,0.0876,24,0,T,,0,2,169,3,1,4.5,0
6,1,30,30,0,50,60,5,23,175,13,73,0,0,10,0,+,22,18,2,0,0.102,0.068,24,0,T,,4.5,2,169,3,1,4.5,0
1,10,140,55,1000,310,71,5,20,175,13,43,0,141,0,0,+,22,15,2,0,0.405,0.5,24,0,T,,0,2,226,3,1,0.63,0
2,9,110,55,0,220,50,5,23,175,13,63,0,0,0,0,+,22,12,2,0,0.367,0.2532,24,0,T,,0,2,226,3,1,0.63,0
3,8,80,20,0,160,55,5,23,175,13,63,0,0,0,0,+,22,12,2,0,0.279,0.1869,24,0,T,,0,2,226,3,1,0.63,0
4,7,60,20,0,90,60,5,23,175,13,73,0,0,0,0,+,22,12,2,0,0.202,0.1394,24,0,T,,0,2,226,3,1,0.63,0
5,6,40,20,0,60,55,5,23,175,13,73,0,0,0,0,+,22,12,2,0,0.146,0.1007,24,0,T,,0,2,226,3,1,0.63,0
6,5,20,30,0,30,60,5,23,175,13,73,0,0,0,0,+,22,12,2,0,0.09,0.0657,24,0,T,,4.5,2,226,3,1,0.63,0
7,4,14,25,0,20,60,5,23,175,10,73,0,0,10,0,+,22,12,2,0,0.045,0.041,24,0,T,,2.8,2,226,3,1,0.63,0
8,3,8,20,0,10,75,5,23,175,10,73,0,0,20,0,+,22,0,2,0,0.031,0.0291,24,0,T,,1.6,2,226,3,1,0.63,0
9,802,1,16,0,0,90,5,23,175,10,63,0,7,10,2,-,22,0,2,0,0.019,0.034,24,1,Z,110640,0.8,2,226,3,1,0.63,0
10,802,1,16,0,0,90,5,23,175,10,63,0,7,10,2,-,22,0,2,0,0.039,0.0191,24,1,Z,1320,0.8,2,226,3,1,0.63,0
11,801,1,16,0,0,90,5,23,175,10,63,0,4,10,1,-,22,0,2,0,0.009,0.024,24,1,Z,110640,0.63,2,226,3,1,0.63,0
12,801,1,16,0,0,90,5,23,175,10,63,0,4,10,1,-,22,0,2,0,0.029,0.009,24,1,Z,1320,0.63,2,226,3,1,0.63,0
1,9,140,55,1000,310,71,5,20,175,13,43,0,141,0,0,+,22,15,2,0,0.403,0.5,24,0,T,,0,2,226,3,1,0.8,0
2,8,110,55,0,220,50,5,23,175,13,63,0,0,0,0,+,22,12,2,0,0.365,0.2519,24,0,T,,0,2,226,3,1,0.8,0
3,7,80,20,0,160,55,5,23,175,13,63,0,0,0,0,+,22,12,2,0,0.277,0.1856,24,0,T,,0,2,226,3,1,0.8,0
4,6,60,20,0,90,60,5,23,175,13,73,0,0,0,0,+,22,12,2,0,0.2,0.138,24,0,T,,0,2,226,3,1,0.8,0
5,5,40,20,0,60,55,5,23,175,13,73,0,0,0,0,+,22,12,2,0,0.144,0.0994,24,0,T,,0,2,226,3,1,0.8,0
6,4,20,30,0,30,60,5,23,175,13,73,0,0,0,0,+,22,12,2,0,0.088,0.0642,24,0,T,,4.5,2,226,3,1,0.8,0
7,3,14,25,0,20,60,5,23,175,10,73,0,0,10,0,+,22,12,2,0,0.043,0.0391,24,0,T,,2.8,2,226,3,1,0.8,0
8,2,8,20,0,10,75,5,23,175,10,73,0,0,20,0,+,22,0,2,0,0.029,0.0273,24,0,T,,1.6,2,226,3,1,0.8,0
9,801,1,16,0,0,90,5,23,175,10,63,0,7,10,2,-,22,0,2,0,0.019,0.034,24,1,Z,110640,0.8,2,226,3,1,0.8,0
10,801,1,16,0,0,90,5,23,175,10,63,0,7,10,2,-,22,0,2,0,0.039,0.019,24,1,Z,1320,0.8,2,226,3,1,0.8,0
1,8,140,55,1000,310,71,5,20,175,13,43,0,141,0,0,+,22,15,2,0,0.398,0.5,24,0,T,,0,2,226,3,1,1.6,0
2,7,110,55,0,220,50,5,23,175,13,63,0,0,0,0,+,22,12,2,0,0.36,0.2484,24,0,T,,0,2,226,3,1,1.6,0
3,6,80,20,0,160,55,5,23,175,13,63,0,0,0,0,+,22,12,2,0,0.272,0.1822,24,0,T,,0,2,226,3,1,1.6,0
4,5,60,20,0,90,60,5,23,175,13,73,0,0,0,0,+,22,12,2,0,0.185,0.1346,24,0,T,,0,2,226,3,1,1.6,0
5,4,40,20,0,60,55,5,23,175,13,73,0,0,0,0,+,22,12,2,0,0.139,0.0959,24,0,T,,0,2,226,3,1,1.6,0
6,3,20,30,0,30,60,5,23,175,13,73,0,0,0,0,+,22,12,2,0,0.083,0.0606,24,0,T,,4.5,2,226,3,1,1.6,0
7,2,14,25,0,20,60,5,23,175,10,73,0,0,10,0,+,22,12,2,0,0.038,0.0346,24,0,T,,2.8,2,226,3,1,1.6,0
8,1,8,20,0,10,60,5,23,175,10,73,0,0,10,0,+,22,8,2,0,0.027,0.025,24,0,T,,1.6,2,226,3,1,1.6,0
1,7,140,55,1000,310,71,5,20,175,13,43,0,141,0,0,+,22,15,2,0,0.392,0.5,24,0,T,,0,2,226,3,1,2,0
2,6,110,55,0,220,50,5,23,175,13,63,0,0,0,0,+,22,12,2,0,0.354,0.2443,24,0,T,,0,2,226,3,1,2,0
3,5,80,20,0,160,55,5,23,175,13,63,0,0,0,0,+,22,12,2,0,0.266,0.1782,24,0,T,,0,2,226,3,1,2,0
4,4,60,20,0,90,60,5,23,175,13,73,0,0,0,0,+,22,12,2,0,0.189,0.1304,24,0,T,,0,2,226,3,1,2,0
5,3,40,20,0,60,55,5,23,175,13,73,0,0,0,0,+,22,12,2,0,0.133,0.0918,24,0,T,,0,2,226,3,1,2,0
6,2,20,30,0,30,60,5,23,175,13,73,0,0,0,0,+,22,12,2,0,0.077,0.0562,24,0,T,,4.5,2,226,3,1,2,0
7,1,14,20,0,20,60,5,23,175,10,73,0,0,10,0,+,22,12,2,0,0.039,0.029,24,0,T,,2,2,226,3,1,2,0
1,7,140,55,1000,310,71,5,20,175,13,43,0,141,0,0,+,22,15,2,0,0.392,0.5,24,0,T,,0,2,226,3,1,2.8,0
2,6,110,55,0,220,50,5,23,175,13,63,0,0,0,0,+,22,12,2,0,0.354,0.2443,24,0,T,,0,2,226,3,1,2.8,0
3,5,80,20,0,160,55,5,23,175,13,63,0,0,0,0,+,22,12,2,0,0.266,0.1782,24,0,T,,0,2,226,3,1,2.8,0
4,4,60,20,0,90,60,5,23,175,13,73,0,0,0,0,+,22,12,2,0,0.189,0.1304,24,0,T,,0,2,226,3,1,2.8,0
5,3,40,20,0,60,55,5,23,175,13,73,0,0,0,0,+,22,12,2,0,0.133,0.0918,24,0,T,,0,2,226,3,1,2.8,0
6,2,20,30,0,30,60,5,23,175,13,73,0,0,0,0,+,22,12,2,0,0.077,0.0562,24,0,T,,4.5,2,226,3,1,2.8,0
7,1,16,20,0,25,60,5,23,175,10,73,0,0,10,0,+,22,12,2,0,0.043,0.04,24,0,T,,2.8,2,226,3,1,2.8,0
1,6,140,55,1000,310,71,5,20,175,13,43,0,141,0,0,+,22,15,2,0,0.386,0.5,24,0,T,,0,2,226,3,1,3.5,0
2,5,110,55,0,220,50,5,23,175,13,63,0,0,0,0,+,22,12,2,0,0.348,0.2401,24,0,T,,0,2,226,3,1,3.5,0
3,4,80,20,0,160,55,5,23,175,13,63,0,0,0,0,+,22,12,2,0,0.26,0.1742,24,0,T,,0,2,226,3,1,3.5,0
4,3,60,20,0,90,60,5,23,175,13,73,0,0,0,0,+,22,12,2,0,0.183,0.1263,24,0,T,,0,2,226,3,1,3.5,0
5,2,40,20,0,60,55,5,23,175,13,73,0,0,0,0,+,22,12,2,0,0.127,0.0876,24,0,T,,0,2,226,3,1,3.5,0
6,1,25,25,0,40,60,5,23,175,10,73,0,0,10,0,+,22,18,2,0,0.057,0.05,24,0,T,,3.5,2,226,3,1,3.5,0
1,6,140,55,1000,310,71,5,20,175,13,43,0,141,0,0,+,22,15,2,0,0.386,0.5,24,0,T,,0,2,226,3,1,4.5,0
2,5,110,55,0,220,50,5,23,175,13,63,0,0,0,0,+,22,12,2,0,0.348,0.2401,24,0,T,,0,2,226,3,1,4.5,0
3,4,80,20,0,160,55,5,23,175,13,63,0,0,0,0,+,22,12,2,0,0.26,0.1742,24,0,T,,0,2,226,3,1,4.5,0
4,3,60,20,0,90,60,5,23,175,13,73,0,0,0,0,+,22,12,2,0,0.183,0.1263,24,0,T,,0,2,226,3,1,4.5,0
5,2,40,20,0,60,55,6,23,175,13,73,0,0,0,0,+,22,12,2,0,0.127,0.0876,24,0,T,,0,2,226,3,1,4.5,0
6,1,30,30,0,50,60,5,23,175,13,73,0,0,10,0,+,22,18,2,0,0.102,0.068,24,0,T,,4.5,2,226,3,1,4.5,0
1,7,30,20,0,10,30,12,11,150,00,52,0,0,10,0,+,22,15,2,2,0.055,0.04,24,0,T,,0,1,68,3,1,,1
1,7,45,30,0,13,50,12,11,150,03,52,0,40,10,0,+,21,15,2,2,0.065,0.05,24,0,T,,0,1,68,3,1,,1
1,7,55,30,0,13,50,12,11,150,03,52,0,40,10,0,+,21,15,2,2,0.075,0.06,24,0,T,,0,1,68,3,1,,1
1,8,75,30,0,20,50,15,11,175,03,32,0,10,10,0,+,21,10,2,2,0.088,0.07,24,0,T,,0,1,68,3,1,,1
1,8,85,30,0,23,50,15,11,175,03,32,0,0,11,0,+,21,10,2,2,0.098,0.08,24,0,T,,0,1,68,3,1,,1
1,9,95,30,0,25,50,15,11,175,03,32,0,0,11,0,+,21,10,2,2,0.113,0.09,24,0,T,,0,1,68,3,1,,1
1,9,110,30,0,33,50,15,11,175,03,32,0,0,11,0,+,21,10,2,2,0.123,0.1,24,0,T,,0,1,68,3,1,,1
1,10,115,30,0,35,50,15,11,175,03,32,0,0,11,0,+,21,10,2,2,0.147,0.11,24,0,T,,0,1,68,3,1,,1
1,10,120,30,0,35,50,15,11,175,03,32,0,0,11,0,+,21,10,2,2,0.157,0.12,24,0,T,,0,1,68,3,1,,1
1,10,130,30,0,38,50,15,11,175,03,32,0,0,11,0,+,21,10,2,2,167,0.13,24,0,T,,0,1,68,3,1,,1
1,10,145,40,0,45,50,15,11,175,03,32,0,0,11,0,+,21,10,2,2,0.177,0.14,24,0,T,,0,1,68,3,1,,1
1,10,150,40,0,48,50,15,11,175,03,32,0,0,11,0,+,21,10,2,2,0.187,0.15,24,0,T,,0,1,68,3,1,,1
1,10,155,40,0,50,50,15,11,175,03,32,0,0,11,0,+,21,10,2,2,0.197,0.16,24,0,T,,0,1,68,3,1,,1
1,10,160,40,0,53,50,15,11,175,03,32,0,0,11,0,+,21,10,2,2,0.207,0.17,24,0,T,,0,1,68,3,1,,1
1,11,170,40,0,55,50,15,11,180,03,32,0,0,11,0,+,21,10,2,2,0.225,0.18,24,0,T,,0,1,68,3,1,,1
1,11,180,40,0,60,50,15,11,175,03,32,0,0,11,0,+,21,10,2,2,0.235,0.19,24,0,T,,0,1,68,3,1,,1
1,11,190,40,0,65,50,15,11,175,03,32,0,0,11,0,+,21,10,2,2,0.245,0.2,24,0,T,,0,1,68,3,1,,1
1,11,200,40,0,70,50,15,11,175,03,32,0,0,11,0,+,21,10,2,2,0.255,0.21,24,0,T,,0,1,68,3,1,,1
1,11,210,40,0,73,50,15,11,175,03,32,0,0,11,0,+,21,10,2,2,0.265,0.22,24,0,T,,0,1,68,3,1,,1
1,11,215,40,0,75,50,15,11,175,03,32,0,0,11,0,+,21,10,2,2,0.275,0.23,24,0,T,,0,1,68,3,1,,1
1,11,220,40,0,80,50,15,11,175,03,32,0,0,11,0,+,21,10,2,2,0.285,0.24,24,0,T,,0,1,68,3,1,,1
1,11,230,40,0,85,50,15,11,175,03,32,0,0,11,0,+,21,10,2,2,0.295,0.25,24,0,T,,0,1,68,3,1,,1
1,12,240,40,0,90,50,15,11,175,03,32,0,0,11,0,+,21,10,2,2,0.33,0.26,24,0,T,,0,1,68,3,1,,1
1,12,250,45,0,95,50,15,11,175,03,32,0,0,11,0,+,21,10,2,2,0.34,0.27,24,0,T,,0,1,68,3,1,,1
1,12,260,45,0,98,50,15,11,175,03,32,0,0,11,0,+,21,10,2,2,0.35,0.28,24,0,T,,0,1,68,3,1,,1
1,12,270,45,0,105,50,15,11,175,03,32,0,0,11,0,+,21,10,2,2,0.36,0.29,24,0,T,,0,1,68,3,1,,1
1,12,290,55,0,113,50,15,11,175,03,32,0,0,11,0,+,21,10,2,2,0.37,0.3,24,0,T,,0,1,68,3,1,,1
1,12,300,55,0,118,50,15,11,175,03,32,0,0,11,0,+,21,10,2,2,0.38,0.31,24,0,T,,0,1,68,3,1,,1
1,12,310,22,0,125,50,15,11,175,03,32,0,0,11,0,+,21,10,2,2,0.39,0.32,24,0,T,,0,1,68,3,1,,1
1,12,320,60,0,130,50,15,11,175,03,22,0,0,11,0,+,21,10,2,2,0.4,0.33,24,0,T,,0,1,68,3,1,,1
1,12,330,60,0,135,50,15,11,175,03,22,0,0,11,0,+,21,10,2,2,0.41,0.34,24,0,T,,0,1,68,3,1,,1
1,13,350,60,0,145,50,15,11,175,03,22,0,0,11,0,+,21,10,2,2,0.45,0.35,24,0,T,,0,1,68,3,1,,1
1,13,360,60,0,153,50,15,11,175,03,22,0,0,11,0,+,21,10,2,2,0.46,0.36,24,0,T,,0,1,68,3,1,,1
1,13,370,60,0,158,50,15,11,175,03,22,0,0,11,0,+,21,10,2,2,0.47,0.37,24,0,T,,0,1,68,3,1,,1
1,13,390,60,0,165,50,15,11,175,03,22,0,0,11,0,+,21,10,2,2,0.48,0.38,24,0,T,,0,1,68,3,1,,1
1,13,400,60,0,175,50,15,11,175,03,22,0,0,11,0,+,21,10,2,2,0.49,0.39,24,0,T,,0,1,68,3,1,,1
1,13,420,60,0,185,50,15,11,175,03,22,0,0,11,0,+,21,10,2,2,0.5,0.4,24,0,T,,0,1,68,3,1,,1
1,13,430,60,0,195,50,15,11,175,03,22,0,0,11,0,+,21,10,2,2,0.51,0.41,24,0,T,,0,1,68,3,1,,1
1,13,450,75,0,205,50,15,11,175,03,22,0,0,11,0,+,21,10,2,2,0.52,0.42,24,0,T,,0,1,68,3,1,,1
1,13,470,75,0,215,50,15,11,175,03,22,0,0,11,0,+,21,10,2,2,0.53,0.43,24,0,T,,0,1,68,3,1,,1
1,13,490,75,0,225,50,15,11,175,03,22,0,0,11,0,+,21,10,2,2,0.54,0.44,24,0,T,,0,1,68,3,1,,1
1,13,520,85,0,245,50,15,11,175,03,22,0,0,11,0,+,21,10,2,2,0.55,0.45,24,0,T,,0,1,68,3,1,,1
1,13,560,85,0,265,50,15,11,175,03,22,0,0,11,0,+,21,10,2,2,0.56,0.46,24,0,T,,0,1,68,3,1,,1
1,13,620,90,0,305,50,15,11,175,03,22,0,0,11,0,+,21,10,2,2,0.57,0.47,24,0,T,,0,1,68,3,1,,1
1,13,630,90,0,305,50,15,11,175,03,22,0,0,11,0,+,21,10,2,2,0.58,0.48,24,0,T,,0,1,68,3,1,,1
1,13,640,90,0,305,50,15,11,175,03,22,0,0,11,0,+,21,10,2,2,0.59,0.49,24,0,T,,0,1,68,3,1,,1
1,13,650,90,0,308,50,15,11,175,03,22,0,0,11,0,+,21,10,2,2,0.6,0.5,24,0,T,,0,1,68,3,1,,1
1,4,23,10,1000,15,71,5,15,180,13,43,0,141,0,0,+,22,15,2,0,0.085,0.07,24,0,T,,0,2,90,3,1,,1
1,5,33,13,1000,20,71,5,15,180,13,43,0,141,0,0,+,22,15,2,0,0.101,0.08,24,0,T,,0,2,90,3,1,,1
1,5,39,13,1000,25,71,5,15,180,13,43,0,141,0,0,+,22,15,2,0,0.111,0.09,24,0,T,,0,2,90,3,1,,1
1,6,48,14,1000,30,71,5,15,180,13,43,0,141,0,0,+,22,15,2,0,0.127,0.1,24,0,T,,0,2,90,3,1,,1
1,6,60,15,1000,40,71,5,15,180,13,43,0,141,0,0,+,22,15,2,0,0.137,0.11,24,0,T,,0,2,90,3,1,,1
1,6,65,16,1000,45,71,5,15,180,13,43,0,141,0,0,+,22,15,2,0,0.147,0.12,24,0,T,,0,2,90,3,1,,1
1,6,70,18,1000,53,71,5,15,180,13,43,0,141,0,0,+,22,15,2,0,0.157,0.13,24,0,T,,0,2,90,3,1,,1
1,7,75,19,1000,63,71,5,15,180,13,43,0,141,0,0,+,22,15,2,0,0.175,0.14,24,0,T,,0,2,90,3,1,,1
1,7,75,19,1000,70,71,5,15,180,13,43,0,141,0,0,+,22,15,2,0,0.185,0.15,24,0,T,,0,2,90,3,1,,1
1,7,80,20,1000,80,71,5,15,180,13,43,0,141,0,0,+,22,15,2,0,0.195,0.16,24,0,T,,0,2,90,3,1,,1
1,7,85,21,1000,210,71,5,15,180,13,43,0,141,0,0,+,22,15,2,0,0.205,0.17,24,0,T,,0,2,90,3,1,,1
1,7,101,50,1000,93,71,5,15,180,13,43,0,141,0,0,+,22,15,2,0,0.215,0.18,24,0,T,,0,2,90,3,1,,1
1,8,101,50,1000,100,71,5,15,180,13,43,0,141,0,0,+,22,15,2,0,0.24,0.19,24,0,T,,0,2,90,3,1,,1
1,8,105,55,1000,115,71,5,15,180,13,43,0,141,0,0,+,22,15,2,0,0.25,0.2,24,0,T,,0,2,90,3,1,,1
1,8,105,55,1000,125,71,5,15,180,13,43,0,141,0,0,+,22,15,2,0,0.26,0.21,24,0,T,,0,2,90,3,1,,1
1,8,105,55,1000,140,71,5,15,180,13,43,0,141,0,0,+,22,15,2,0,0.27,0.22,24,0,T,,0,2,90,3,1,,1
1,8,105,55,1000,150,71,5,15,180,13,43,0,141,0,0,+,22,15,2,0,0.28,0.23,24,0,T,,0,2,90,3,1,,1
1,9,110,55,1000,170,71,5,15,180,13,43,0,141,0,0,+,22,15,2,0,0.315,0.24,24,0,T,,0,2,90,3,1,,1
1,9,110,55,1000,170,71,5,15,180,13,43,0,141,0,0,+,22,15,2,0,0.325,0.25,24,0,T,,0,2,90,3,1,,1
1,9,120,55,1000,210,71,5,15,180,13,43,0,141,0,0,+,22,15,2,0,0.335,0.26,24,0,T,,0,2,90,3,1,,1
1,10,120,55,1000,230,71,5,15,180,13,43,0,141,0,0,+,22,15,2,0,0.355,0.27,24,0,T,,0,2,90,3,1,,1
1,10,120,55,1000,235,71,5,15,180,13,43,0,141,0,0,+,22,15,2,0,0.365,0.28,24,0,T,,0,2,90,3,1,,1
1,10,120,55,1000,240,71,5,15,180,13,43,0,141,0,0,+,22,15,2,0,0.375,0.29,24,0,T,,0,2,90,3,1,,1
1,10,120,55,1000,245,71,5,15,180,13,43,0,141,0,0,+,22,15,2,0,0.385,0.3,24,0,T,,0,2,90,3,1,,1
1,10,140,55,1000,290,71,5,19,180,13,43,0,141,0,0,+,22,15,2,0,0.395,0.31,24,0,T,,0,2,90,3,1,,1
1,10,140,55,1000,310,71,5,15,180,13,43,0,141,0,0,+,22,15,5,0,0.405,0.5,24,0,T,,0,2,90,3,1,,1
1,7,200,40,0,50,60,15,3,80,03,22,0,0,1,0,+,22,10,2,4,0.187,0.5,24,0,T,,0,1,3,4,1,0.1,0
2,6,60,30,0,45,150,15,8,80,03,62,0,0,1,0,+,42,10,2,4,0.112,0.1,24,0,T,,0,1,3,4,1,0.1,0
3,5,30,15,0,35,150,15,8,80,03,62,0,0,0,0,+,42,10,2,4,0.074,0.065,24,0,T,,2.8,1,3,4,1,0.1,0
4,4,20,10,0,25,150,15,8,80,00,73,0,0,0,0,+,42,15,2,4,0.052,0.045,24,0,T,,2,1,3,4,1,0.1,0
5,3,10,10,0,15,160,15,10,80,00,73,0,0,0,0,+,42,15,2,4,0.033,0.028,24,0,T,,1.12,1,3,4,1,0.1,0
6,802,1,15,0,15,180,15,19,80,00,73,0,2,0,3,-,41,30,2,4,0.008,0.008,24,0,T,,0.8,1,3,4,1,0.1,0
7,802,1,9,0,8,110,15,19,50,00,73,0,40,10,1,-,32,30,3,2,0.001,0.02,24,2.4,Z,28,0.32,1,3,4,1,0.1,0
8,802,1,9,0,8,110,15,19,50,00,73,0,40,10,1,-,32,30,3,2,0.021,0.005,24,2.4,Z,28,0.32,1,3,4,1,0.1,0
9,801,1,3,0,5,90,5,30,50,10,86,0,0,10,0,-,31,30,3,2,-0.002,0.018,24,3.6,Z,32,0.1,1,3,4,1,0.1,0
10,801,1,3,0,5,90,5,30,50,10,86,0,0,10,0,-,31,30,3,2,0.018,0.003,24,3.6,Z,43,0.1,1,3,4,1,0.1,0
1,6,200,40,0,50,60,15,3,80,03,22,0,0,1,0,+,22,10,2,4,0.186,0.5,24,0,T,,0,1,3,4,1,0.32,0
2,5,60,30,0,45,150,15,8,80,03,62,0,0,1,0,+,42,10,2,4,0.111,0.0991,24,0,T,,0,1,3,4,1,0.32,0
3,4,30,15,0,35,150,15,8,80,03,62,0,0,0,0,+,42,10,2,4,0.073,0.0641,24,0,T,,2.8,1,3,4,1,0.32,0
4,3,20,10,0,25,150,15,10,80,00,73,0,0,0,0,+,42,15,2,4,0.051,0.0441,24,0,T,,2,1,3,4,1,0.32,0
5,2,10,10,0,15,160,15,19,80,00,73,0,0,0,0,+,42,15,2,4,0.032,0.0271,24,0,T,,1.12,1,3,4,1,0.32,0
6,801,1,15,0,15,180,15,19,80,00,73,0,2,0,3,-,41,30,2,4,0.007,.0.007,24,0,T,,0.08,1,3,4,1,0.32,0
7,801,1,9,0,8,110,15,19,50,00,73,0,40,10,1,-,32,30,3,2,0.001,0.02,24,2.4,Z,28,0.32,1,3,4,1,0.32,0
8,801,1,9,0,8,110,15,19,50,00,73,0,40,10,1,-,32,30,3,2,0.021,0.005,24,2.4,Z,28,0.32,1,3,4,1,0.32,0
1,5,200,40,0,50,60,15,3,80,03,22,0,0,1,0,+,22,10,2,4,0.177,0.5,24,0,T,,0,1,3,4,1,0.5,0
2,4,60,30,0,45,150,15,8,80,03,62,0,0,1,0,+,42,10,2,4,0.102,0.0911,24,0,T,,0,1,3,4,1,0.5,0
3,3,30,15,0,35,150,15,8,80,03,62,0,0,0,0,+,42,10,2,4,0.064,0.0562,24,0,T,,2.8,1,3,4,1,0.5,0
4,2,20,10,0,25,150,15,10,80,00,73,0,0,0,0,+,42,15,2,4,0.042,0.0363,24,0,T,,2,1,3,4,1,0.5,0
5,801,2,15,0,15,180,15,19,80,00,73,0,4,0,4,-,42,30,2,4,0.011,0.008,24,0,T,,0.8,1,3,4,1,0.5,0
6,801,1,15,0,15,180,15,19,80,00,73,0,2,0,3,-,41,30,2,4,0.008,0.008,24,0,T,,0.5,1,3,4,1,0.5,0
1,5,200,40,0,50,60,15,3,80,03,22,0,0,1,0,+,22,10,2,4,0.177,0.5,24,0,T,,0,1,3,4,1,0.8,0
2,4,60,30,0,45,150,15,8,80,03,62,0,0,1,0,+,42,10,2,4,0.102,0.0911,24,0,T,,0,1,3,4,1,0.8,0
3,3,30,15,0,35,150,15,8,80,03,62,0,0,0,0,+,42,10,2,4,0.064,0.0562,24,0,T,,2.8,1,3,4,1,0.8,0
4,2,20,10,0,25,150,15,10,80,00,73,0,0,0,0,+,42,15,2,4,0.042,0.0363,24,0,T,,2,1,3,4,1,0.8,0
5,801,5,15,0,15,180,15,19,80,00,73,0,4,0,4,-,42,15,2,4,0.024,0.02,24,0,T,,1.12,1,3,4,1,0.8,0
6,801,2,15,0,15,180,15,19,80,00,73,0,4,0,4,-,42,30,2,4,0.011,0.008,24,0,T,,0.8,1,3,4,1,0.8,0
1,5,200,40,0,50,60,15,3,80,03,22,0,0,1,0,+,22,10,2,4,0.177,0.5,24,0,T,,0,1,3,4,1,1.12,0
2,4,60,60,0,45,150,15,8,80,03,62,0,0,1,0,+,42,10,2,4,0.102,0.0911,24,0,T,,0,1,3,4,1,1.12,0
3,3,30,15,0,35,150,15,8,80,03,62,0,0,0,0,+,42,10,2,4,0.064,0.0562,24,0,T,,2.8,1,3,4,1,1.12,0
4,2,20,10,0,25,150,15,10,80,00,73,0,0,0,0,+,42,15,2,4,0.042,0.0363,24,0,T,,2,1,3,4,1,1.12,0
5,1,20,10,0,25,150,15,10,80,00,73,0,0,0,0,+,42,15,2,4,0.052,0.036,24,0,T,,2,1,3,4,1,1.12,0
6,800,5,15,0,15,180,15,19,80,00,73,0,4,0,4,-,42,15,2,4,0.024,0.02,24,0,T,,1.12,1,3,4,1,1.12,0
1,4,200,40,0,50,60,15,3,80,03,22,0,0,1,0,+,22,10,2,4,0.166,0.5,24,0,T,,0,1,3,4,1,2,0
2,3,60,30,0,45,150,15,8,80,03,62,0,0,1,0,+,42,10,2,4,0.091,0.0813,24,0,T,,0,1,3,4,1,2,0
3,2,30,15,0,35,150,15,8,80,00,62,0,0,0,0,+,42,10,2,4,0.053,0.0465,24,0,T,,2.8,1,3,4,1,2,0
4,1,20,10,0,25,150,15,10,80,00,73,0,0,0,0,+,42,15,2,4,0.052,0.036,24,0,T,,2,1,3,4,1,2,0
1,3,200,40,0,50,60,15,3,80,03,22,0,0,1,0,+,22,10,2,4,0.156,0.5,24,0,T,,0,1,3,4,1,2.8,0
2,2,60,30,0,45,150,15,8,80,03,62,0,0,1,0,+,42,10,2,4,0.081,0.0723,24,0,T,,0,1,3,4,1,2.8,0
3,1,30,15,0,35,150,15,8,80,03,62,0,0,0,0,+,42,10,2,4,0.069,0.053,24,0,T,,2.8,1,3,4,1,2.8,0
1,8,280,40,0,70,50,15,4,80,03,22,0,0,1,0,+,22,10,2,4,0.242,0.5,24,0,T,,0,1,6,4,1,0.1,0
2,7,90,40,0,55,150,15,8,80,03,62,0,0,1,0,+,42,10,2,4,0.158,0.142,24,0,T,,0,1,6,4,1,0.1,0
3,6,60,30,0,45,150,15,8,80,03,62,0,0,1,0,+,42,10,2,4,0.112,0.1,24,0,T,,0,1,6,4,1,0.1,0
4,5,30,15,0,35,150,15,8,80,03,62,0,0,0,0,+,42,10,2,4,0.074,0.065,24,0,T,,2.8,1,6,4,1,0.1,0
5,4,20,10,0,25,150,15,10,80,00,73,0,0,0,0,+,42,15,2,4,0.052,0.045,24,0,T,,2,1,6,4,1,0.1,0
6,3,10,10,0,15,160,15,19,80,00,73,0,0,0,0,+,42,15,2,4,0.033,0.028,24,0,T,,1.12,1,6,4,1,0.1,0
7,802,1,15,0,15,180,15,19,80,00,73,0,2,0,3,-,41,30,2,4,0.008,0.008,24,0,T,,0.8,1,6,4,1,0.1,0
8,802,1,9,0,8,110,15,19,50,00,73,0,40,10,1,-,32,30,3,2,0.001,0.02,24,2.4,Z,48,0.32,1,6,4,1,0.1,0
